,Year,Month,BusinessApplications,ConstructionSpending,DurableGoodsNewOrders,InternationalTrade_Exports,InternationalTrade_Imports,ManuInventories,ManuNewOrders,NewHomesForSale,NewHomesSold,ResConstPermits,ResConstUnitsCompleted,ResConstUnitsStarted,RetailInventories,SalesForRetailAndFood,WholesaleInventories,GDPC1,UNRATE,CSUSHPINSA,FEDFUNDS,DATE,MEDIANCPI,ElectionYear
226,2023,5,448260,2011831.0,287293,250880.0,316947.0,852708.0,577769.0,426,741,1532,1499,1583,758857,686672,906386,,3.7,305.33299999999997,5.06,2023-05-01,4.83841780786021,0
227,2023,6,468864,2023013.0,294857,251067.0,315873.0,851754.0,585469.0,428,666,1493,1480,1415,761778,688630,901945,,3.6,308.25,5.08,2023-06-01,4.39642524892616,0
228,2023,7,473722,2027412.0,285827,253923.0,318530.0,852256.0,579559.0,427,700,1501,1343,1473,761675,690408,899541,22490.692,3.5,310.13599999999997,5.12,2023-07-01,2.49077584715136,0
229,2023,8,467697,2047414.0,285317,258506.0,318137.0,855172.0,585331.0,428,652,1578,1373,1305,769415,695476,899169,,3.8,311.501,5.33,2023-08-01,4.35897232415277,0
230,2023,9,472629,2055216.0,290883,261641.0,323864.0,856349.0,593919.0,435,694,1515,1466,1363,774984,701286,899500,,3.8,312.35900000000004,5.33,2023-09-01,5.21792092786129,0
231,2023,10,470587,2071136.0,279021,260783.0,325116.0,856209.0,576365.0,442,673,1534,1382,1365,775813,699977,896495,22679.255,3.8,312.747,5.33,2023-10-01,3.49795816925966,0
232,2023,11,461921,2090690.0,300639,256531.0,321284.0,855757.0,597695.0,450,611,1508,1466,1510,773633,700707,894166,,3.7,311.993,5.33,2023-11-01,5.1226149536403,0
233,2023,12,455594,2101292.0,287397,259887.0,324802.0,856182.0,585235.0,449,654,1530,1557,1568,779613,703256,898541,,3.7,310.842,5.33,2023-12-01,4.160125150684911,0
234,2024,1,447499,2122229.0,276538,259346.0,326275.0,855052.0,571657.0,461,664,1508,1504,1376,782409,695631,896497,22758.752,3.7,310.675,5.33,2024-01-01,6.54247711333595,1
235,2024,2,434419,2133750.0,279865,266225.0,335231.0,857285.0,579666.0,465,643,1563,1698,1546,784754,700519,898704,,3.9,312.629,5.33,2024-02-01,4.55815950379621,1
236,2024,3,433398,2135771.0,282096,261607.0,330188.0,857397.0,583953.0,466,683,1485,1491,1299,785658,703738,894435,,3.8,316.707,5.33,2024-03-01,4.32734565378701,1
237,2024,4,430762,2142126.0,282737,263443.0,337905.0,858304.0,586114.0,467,730,1440,1659,1377,791615,702681,896304,22918.739,3.9,320.41900000000004,5.33,2024-04-01,4.25132259006098,1
238,2024,5,423896,2139792.0,283122,261661.0,336732.0,860133.0,583134.0,472,621,1399,1553,1314,796303,704483,901480,,4.0,,5.33,2024-05-01,3.0164690149307103,1
239,2024,6,431246,,264541,,,,,476,617,1454,1710,1353,802125,704324,903276,,4.1,,5.33,2024-06-01,2.3646651819445097,1
